dollars_pledged,campaign_duration
360,60
3186.66,30
28,54
0,30
5907.25,30
0,31
1,30
0,25
2476,46
85,35
0,31
191,30
170782,40
1735,45
393,21
5250,32
1908,20
2,30
1,30
2516,30
1,30
51057.39,31
1131,45
2017,22
1895,31
0,21
85,30
308.19,30
0,60
650,30
12,10
910,30
1461,30
4710,35
7703.85,30
5481,34
7789.99,20
5375,24
0,30
876,35
1137,30
86.5,35
3305,32
2,45
40,30
11351,30
6493,30
552,30
30,17
836,30
6041,42
178,30
0,60
0,30
0,30
0,30
20,30
0,60
260,90
1270,6
2091,32
174,32
21500,33
100363.6,34
1410,22
50,45
4749,30
150,30
13303,60
343749,30
15,41
43,30
12,30
2085,30
40,60
6580.75,23
10012,30
2205,30
45,30
1260,41
6236.56,56
409,40
70,30
7,30
16086,31
18820,30
1973,30
32547,36
549,30
12820,30
1275,30
957,44
2450,36
650,41
3706,20
4527,64
1711,60
0,30
22,25
7159,30
31448.52,30
6621.11,30
0,30
884,34
2107,25
701.02,35
1146,30
0,57
0,60
633,30
616,15
7410,21
1890,15
584,30
35,30
25005,24
6493,31
323,31
2815,30
26368,53
0,30
0,31
1486.13,84
71353,30
20528,30
5375,30
0,60
10,30
26992,38
15135,45
30,60
3314,30
645,30
3090,25
2572,30
924.2,30
996,60
3292,30
17426,30
7587,29
8369.11,21
10504,25
5211.42,33
2310,30
1,30
0,40
0,23
11075,60
100,38
77,48
50,30
13238.1,60
3514,30
6104,30
2116,30
8326,30
16,30
8050,30
564,14
96583,36
301,60
4965,54
4590,25
0,30
7731,27
26,30
617,16
2246,60
9633.5,34
1141,25
3600,30
0,10
3066.69,30
3012,60
16001,40
0,30
0,30
300,30
8820,10
707,30
16435,30
823,45
3150,38
30426,31
550,30
2492,35
68319,24
954,52
7,60
5036.07,48
0,45
8722,60
7256,30
5151,20
76,27
105,30
0,60
0,28
0,30
2858,31
0,30
1071,30
790,26
10626,33
359,30
7220,31
51,30
15527,30
206,10
0,30
7551,30
0,30
1604.74,32
196.51,28
44194,30
2097,10
15595,54
0,33
499,30
472,30
37749,31
1075,30
4780,16
9551,30
3256,33
50,60
1720,30
340,20
9001,30
1253,30
30,30
1106.64,30
486,30
3136,29
0,90
7593,15
6125,39
9131.77,90
24752.69,14
6120,17
2010,35
86277.56,35
3025,30
817.05,37
376,43
70,40
0,30
1,25
286,24
1665,30
25,30
320,30
9975,30
3940,26
18125,21
3603,30
20,30
251647.74,31
7826,30
0,30
5000,21
943,31
6322,30
600,55
3085,30
8712,40
166075,32
500,30
0,30
466,35
23582.57,30
6975,45
12,30
0,30
2181,45
645,45
8875.33,31
15539,30
110,50
327,33
20572,30
602,30
0,16
12,28
4401,21
0,30
463,40
600,20
90,35
0,60
6023,30
922,21
106,57
695,30
1475,30
7979,45
5000,30
2070,90
0,30
3720,30
9740,30
7105.5,90
2000,61
53,60
5,30
6140,35
22796.03,52
15058,30
16228,30
5,60
7000.03,30
3750,30
0,30
2610,39
111,30
2204,30
3164,14
329.69,33
370,30
449,7
1,53
6465,30
220.01,30
20626,30
29,30
720,30
250,30
250,30
45,30
1511,29
0,30
2525,30
6925,30
45,35
458,40
1313,20
56194,32
0,30
3000,30
641,30
340,60
2283,30
0,20
0,35
6,30
0,33
115,33
0,30
290,31
3061,21
100,21
0,44
0,30
1018.66,29
1691,45
1972,30
0,60
5,30
25,45
2165,30
0,30
8791,31
5195,30
1270,15
848,30
0,15
815,30
658,30
1565.99,15
792.14,60
1930,30
848,40
3116,30
10615,30
1310,30
2313,35
1001,91
3000,30
160,30
27075,30
8505,30
875,30
16,30
2820,32
13014,32
171,30
1391,30
9.35,46
904,60
3310,30
125,30
39,30
8919.01,20
42,60
500,30
2710,30
3535.99,30
0,30
4500,30
20,20
110,30
12909,30
0,45
3085,42
16672,32
1255,30
0,30
0,35
6399,30
167,45
3021,25
10,30
0,30
41,30
350,60
43,30
0,60
9354.35,30
1,60
709790,49
6,35
65,30
10369,20
5267.5,30
2010,30
4755,30
3029,30
28278,34
4565,36
25,30
233,30
108359,30
570,30
20994.33,32
41163,20
7610,31
467,60
101030.36,30
0,25
6,60
6420,30
345,30
21329.01,64
2885,50
0,29
3653.46,47
2567,45
15,7
1565,48
6154,40
0,30
4800,66
42657,38
437,33
1128,10
0,30
75,15
1216,27
514,30
213,32
6530.5,35
875,15
382,30
16399.62,25
348,45
10,52
0,30
665,41
3400,30
572,36
21210.01,30
42,45
3304,30
1165,30
10841,30
0,30
4500,45
1076,30
50,30
11754,31
0,30
30664,30
1096,30
1366,16
210,30
35,30
1460,60
58,30
60,60
926,12
241,30
921,21
13037,15
7446,30
3274,43
435,59
0,30
1254,30
137,30
1917,21
440,15
236,30
0,30
2232,40
0,60
0,30
7900,30
0,30
0,60
3,60
1357,45
20680,31
3536,30
80,30
471,30
0,31
0,30
22783,40
0,30
1542,30
7050.16,30
398,30
5534,35
5035,30
7560,21
195,30
26,30
1000,26
725,18
131,26
500,41
530,40
507,30
12806,22
3500.76,21
2576,45
1,30
580,60
82,30
1370,45
72,17
5931,30
465,60
37,30
1209,35
3021,33
2077,60
281,30
5405,28
5013,30
3012,30
397,30
0,30
134,30
5886,30
809551,30
75775.88,30
205,45
0,90
1811,60
0,30
15,39
0,30
3971,31
4710.82,12
30,30
17493.25,57
0,60
1677,30
1,30
10,30
1396,28
701,60
5,60
50,30
2326,14
100,30
36,44
4339,30
17460,30
7,30
313,30
45845.69,30
75,50
23509,30
0,45
587,30
7042,30
197,30
3031,36
168,14
100,31
30,30
1495.99,19
9205,30
145,26
29299,30
4270,30
826,33
3490,45
1315,15
675,90
21127,32
0,17
2,46
0,14
6786,41
4830,30
19458,37
1180,30
53419.65,45
371,30
1345,35
6306,30
128,31
27289,43
1016,30
3449,30
3039,17
365,45
185,33
1042,30
0,50
11,30
37,30
3055,48
6551.38,60
9895,23
2282.5,37
31,30
74,30
20,20
106.5,30
176,30
10,30
35,30
2836,30
12376,28
2020,43
1,60
17675,30
471,30
0,30
53,30
2381,30
120,90
1784.36,60
100,19
300,35
7578,20
1,30
1156,90
0,14
0,30
525,21
0,30
2374,30
0,30
260,45
62436.3,32
1,30
381,21
0,30
310,60
9963.43,30
3176,35
2110,60
415,21
2581,30
1826,60
805,30
4025,33
4,12
15,36
10,30
7478,32
1686,30
12,45
3905,30
0,30
48,45
1625,20
2750,31
414,26
133,44
5,30
3104,30
19000,29
1227,21
9076,54
116,32
5004,30
4125,30
1880,35
134,60
9300.01,30
5586,40
1885,14
347,6
1770,31
0,30
10258,40
100,14
0,30
0,60
15435,40
0,90
1875.66,33
481,40
10,71
40,30
30089,32
1570,30
766,7
1129,15
2206,30
0,30
1665,36
2810,60
1001,34
697,70
18721.51,36
101111.22,30
660,46
26,53
54,30
13244,30
10940,37
0,30
0,60
20,59
105,30
1,30
0,73
1260,65
3691,30
36127.5,29
0,30
878,30
3520,30
2584,60
5360,42
60,30
926,30
520,42
435,30
8881,44
1347,30
2671,25
41530,30
35,25
1,30
0,32
2205,30
2689,45
0,30
9619,29
0,30
1226,35
1160,15
0,45
59,45
32448.5,30
1242,35
2186,21
3581,30
620,29
18913,35
23539.01,31
50,30
7250,60
0,40
27400,60
0,40
4060,32
60,20
0,8
200,31
0,30
2362,45
2525,30
3965,30
0,30
9069,30
11739,31
23,30
266,60
202,30
1545,30
305,30
175,6
15542,27
2415,45
551,45
2148,41
745,35
43320,60
0,30
50,60
10,58
5264,30
22793,20
225,30
500,30
12,18
674,17
7045,30
1641,15
1867,25
12129,57
2300,30
1,30
0,60
447,12
4295,36
28959,30
0,15
2015,40
5440,30
20,58
1092,30
34096,23
250,30
5603,31
0,30
8270,45
1075,9
185,60
126,30
4560,30
4185,30
1,30
1842141.69,43
90,43
840,60
40924,30
3941,15
7,40
66,30
1800,30
13,6
55,30
25,28
31496,45
0,30
12071,30
84002,42
513,35
90,25
4249,89
0,30
1710,20
14191.33,45
28034.74,31
1500,58
11327,34
10914,45
3415,41
0,60
0,30
4227,29
165,60
3034.74,90
37,45
1313,31
150952,45
3675.81,34
0,30
12,30
1022.95,30
886,60
717,30
3015.01,32
18547,30
2881.32,51
82,19
10212,29
3205,60
12,30
1640,35
4115,25
697,30
537,30
3365,45
3345,30
660,60
592,32
1275,30
0,30
240,30
569,30
3245,30
0,30
30,30
10190,10
61,30
7670,1
0,30
0,30
20605,41
875,30
26,30
470,19
12381,30
0,30
1149,30
20526,33
0,60
35180,30
260372.61,46
20392.8,31
4331.01,30
105,30
121,43
1,10
30,60
25150.3,23
2853.21,30
2,10
610,30
106,49
1,30
101,31
20,60
7090,31
0,60
2287,90
2078,30
5,30
4811,20
0,30
681.13,27
300,30
2245,60
0,30
590,30
343,55
1630,12
7219,12
2705.17,30
1004,30
126,31
10000,60
58290,30
0,30
0,30
1260,20
1201,20
7580,30
0,60
26,45
3248,40
1000,46
10961.42,30
50,30
30,30
672,30
26,28
4140,45
3185.21,30
1260,40
6641,35
4250,21
271,25
448,31
191422.49,30
6374,22
0,40
0,32
10,25
0,31
200,44
22459,33
190,22
8455,60
100,45
267,30
117,40
1202,18
0,60
1561,30
5,30
120,45
152,15
241,30
4108,30
185,15
2565,30
13312.09,25
2882,88
504,30
3100,10
3719,30
1885,30
150,26
1,30
575,30
0,30
5447,30
3475,40
2116,30
500,62
0,54
3903,33
9225.77,21
638471.96,30
620,30
4075,34
5477,33
295,45
5275,30
978,30
11961,19
182,33
235,25
10755,40
25,66
20,30
2100,60
100,60
110,45
19883.45,60
2260,30
305,30
227,33
30550,32
1,31
0,34
0,48
146259,45
14337.02,30
3053,36
168,21
0,30
210,60
64799.6,21
0,30
766,45
171,15
20376,60
4225,30
0,29
1295,30
47695,30
25,90
157,30
0,60
5095,69
3317,35
21225,34
8030,28
45,15
7986,30
0,10
260,31
86,21
330,31
207,30
20,40
425,30
10515,30
3730,37
2635,46
8269,30
551,27
736,47
0,7
4486,30
10398,60
1869,27
1820,10
1121,59
12757,60
11,60
272.48,30
87407.78,71
266,7
10,45
1000,42
1,30
1085,10
43041,34
60277.02,31
64446.55,30
90,60
31,27
22,60
0,19
35,30
661,30
6633,26
1002,45
5099.66,32
0,30
0,10
31,20
0,30
40071.38,42
9038,60
210,60
85,60
7,30
0,27
500,30
0,35
426,60
3861,32
2356.01,30
385,21
2185,30
2730,28
6111,27
0,59
10470,18
25238.97,26
80,30
150,30
171,30
17292,23
185,60
2610,60
11,30
1,33
34288,37
60,18
8042.35,60
444.34,45
42945.35,40
2,60
10770,45
1106,30
33144,30
40,30
1050,19
27678,30
315,30
320,30
204,30
965,60
0,31
4776,48
81981,31
2726,34
2148,15
393,26
2749.88,90
140,30
16,30
5,30
200,30
4483,30
110,30
16,40
7293,16
0,40
10297,36
149681,30
5000,57
400,60
15,26
630,30
45,30
3781,45
270,90
20309,15
3490,14
7785,45
4365,32
1242,59
386,60
5105,30
18495,32
15,30
182,30
5612.99,30
745,51
4479,30
41586,30
10587,21
0,30
7583,45
9881,40
0,30
9775,30
21308.69,30
7689,33
156,33
200,30
100,30
0,30
526,35
0,30
108,60
107,15
1717,30
0,30
1763.32,35
80,30
1520,30
11492,60
4678.24,8
2551,41
1237,49
0,60
4535,85
1,30
2515.77,60
370,5
1085,55
11575,42
14692,30
25467.57,60
2708,90
6815,30
166,30
170,52
870,30
1,42
730,35
2100,30
12090.5,31
1,61
110,45
0,30
58,30
1,30
443,38
1015,31
50,30
0,30
0,30
2125,30
0,20
83,34
4551.22,35
320890,30
1926,81
5247,40
517,30
577,45
4910,15
2636,30
3002,20
2105,32
17642,30
4213,60
3505,19
616,30
1048,30
131,15
44182.2,30
12031,24
25909.66,33
21,45
8307,30
0,30
6970,31
2125,45
1100,21
1345,30
6473,35
10240,30
219188.21,30
0,30
3656,30
10,60
4913.12,57
0,30
100,30
206,45
107,60
30,45
651,45
5315,30
100,30
1500,30
7645,30
0,30
0,20
50,21
301,30
0,60
3258,18
10635,30
990,30
360,60
7805,60
0,58
58137.12,27
200,30
1852,38
591,60
6500,33
51162,30
155,45
0,60
5311,25
3211,26
124,30
802,30
912,60
85,32
906,31
20,20
35,30
4803,28
0,30
35,37
11,30
913,30
5290,30
0,14
21776.36,30
5,42
16345.11,30
266,30
255,45
302,20
10243,32
621,40
1523,30
2236,49
742,30
18893,30
12,30
587,15
0,60
135,30
785,60
6050,30
3425,29
1,30
2865,30
70853.29,30
285,7
52660,30
6329,32
3747,27
0,90
3905,30
1000,45
0,30
25,37
0,60
50,28
0,30
2365,60
550,30
3562.08,30
390,30
55059,34
4542,60
420,24
3178.5,27
120,60
50,45
4580,60
1980,31
1835,22
1101,39
292,8
0,23
36982,45
8145,30
1053,30
165,30
185,30
0,30
1372,45
1,60
1075,39
345,32
0,30
57,3
3476,45
35,61
5743,35
0,30
37403,40
50,23
5,30
485,40
2196,21
60,30
1505,15
40,30
0,30
1631,47
260235.9,40
60,70
14060,60
486,24
0,33
1130,30
2653,29
9485,45
155,18
50,45
0,36
0,3
0,30
5022,30
10096,30
44805,32
0,59
44,45
20.01,30
2000,40
36652.1,30
9954,44
30134,34
500,89
6100,28
0,6
36,60
14108,30
36980.87,34
92029,35
23307,37
4437,53
252,30
0,30
100,60
10,60
0,30
4572,30
1104,30
51,60
5079,30
3826,30
0,57
4285,30
200,34
351,27
19112,30
6600,30
1,30
5,30
0,24
8036.67,21
9637,36
1142,30
1467,30
100,14
110,60
25006,32
81,60
66,30
50,30
1830,90
1181,30
391,46
46885,30
100,25
0,20
28170,41
450,30
0,17
4121,30
7045,30
25,60
845,32
1810,16
152,33
21421.23,30
2345,45
2314,30
900,35
148,11
220,30
8612,30
448,30
5415.08,60
3453.69,30
50,60
725,31
50,60
215,29
30555,29
560,33
605,30
0,30
6096,31
19589.05,34
20,60
5,60
901.66,59
5001.11,21
5904,30
6666,30
1790,30
0,12
16179,30
742,30
10565,30
0,30
0,20
7,60
26,45
13951,31
800,45
116,32
2810,25
271,46
0,37
0,30
5,30
3164,29
72360.23,60
8050,30
100,60
294,28
0,30
0,30
12435,30
0,14
331938.54,45
0,17
10,30
0,30
0,5
61,46
75,38
10176,23
1,60
2013,30
20,45
5300,31
5943,45
250,15
46266.2,29
10610,29
51544,29
42751,30
819,40
755,30
256,30
0,60
1135.02,30
30608.59,31
1835,30
100,30
100,45
324,30
1034,20
22902.11,30
530,45
346,13
14222,30
922,60
533,60
70,30
50,30
0,45
3644,30
995,30
0,45
2180,30
23517.8,30
0,32
0,45
8059,36
0,31
673.01,16
0,31
1,29
1,60
30,30
26,30
11,30
10985,45
52406,30
1143,30
633,33
3881,31
50,30
3590,81
3516,35
110,35
3542,51
0,30
5802,45
620,30
7300.25,60
0,30
20,30
53054,45
0,27
1,55
500,55
14599,30
46.75,45
6805.19,30
5015,30
0,60
38,40
85,40
5001,36
0,30
5671.01,30
11460,35
16246.01,35
806,30
190,60
161,31
0,30
3640,21
236,32
12214.3,45
135,30
0,60
331,30
685,21
12650,14
0,30
1218,27
142,45
2655,50
526,30
1,21
1249,30
6293,31
25,30
3,6
3749.23,42
45,30
816,30
883,30
677,18
1704,30
10066,32
54311,30
125,30
1890,32
261.29,30
39025,30
145,31
0,30
70,30
9826,60
0,30
951,91
3452,30
0,60
5181,30
2,60
17242.79,44
20270,30
445,30
3005,45
2076,40
295,45
1525,30
7222.15,40
25,30
270,31
1,30
295,14
103.65,60
121,60
9000.37,30
13086,30
0,60
0,83
10060,30
15,30
2932,45
2540,30
0,30
0,30
5,30
12605,60
5335,30
10,10
8468,30
1,30
104902,36
10465,33
16487,60
140,9
5046,30
11015,14
41,54
11149,31
1,30
0,40
5338,30
107,30
1083,60
120,30
750,14
30,30
1,30
32196,30
255,30
14,60
50,60
25,30
55,30
639,25
1331,41
61,31
0,60
201,40
1073,30
1000,25
375,30
0,11
755,30
85,6
530,30
0,30
18537,30
3389,29
7712,30
6121,30
0,30
3108,30
60,30
1991,20
345,45
1807,45
63335,30
14648,30
2,60
965,30
3105,31
520,42
0,30
290,14
60,30
1841,30
160,60
86,35
238,30
1390,31
10,60
0,30
191,26
56,20
8001,30
1,30
0,30
524,45
565,57
2556,30
0,30
2085,30
553,30
12869,30
0,60
525,30
0,31
186,30
1015,29
785,31
7772,35
5164,30
0,36
290,90
77664,25
131,30
500,60
0,30
0,30
2045,21
0,30
0,15
260,30
85,60
6503,30
3712,29
27071.21,30
6584,25
25,30
25,24
463,30
34317,30
2822,45
0,30
50,24
50,30
1737.23,45
2898,30
95,21
100,35
0,30
1045,24
0,55
6000,16
1773,11
1265,37
1565.01,15
800,30
9543,34
322,33
17398,30
263,30
205,30
6678,30
176,42
1155,37
30,45
1579,19
0,15
484,30
1805,28
260,40
10,36
66610,45
1900.02,49
55,30
3174,30
96853,31
17143,30
6193,45
415,16
10552.51,30
1536,30
55,20
600,33
110,31
218,31
0,46
4120,30
6,45
5054.56,30
1046.27,29
10250,30
5280,30
2216,40
0,25
4553,26
1795,32
2615,30
10141.12,21
28,30
13365,30
5710,13
16576,60
107621,30
3832,30
247,60
5009.36,40
13254,37
10013,25
190,30
5,30
5695.71,56
9077,30
3631,30
25,45
9234,20
188,45
1322,30
339,30
210,30
0,30
0,15
15326.01,30
240,30
1545,62
35,60
15412,30
8419,35
25147,45
8669,30
0,13
0,30
3180,30
1015,30
721,7
0,48
0,60
13540,31
6,10
1550,20
6,8
0,30
0,30
550,7
867,45
1293,30
1879,30
16341,35
254,30
400,30
1342,30
119988,30
4075,29
1830,35
7166,31
1346,30
70,53
1,30
2342,45
2697.12,16
0,15
1,60
19430,60
381,30
3019,30
250,30
100,30
550,30
75232.5,30
12423,35
50,30
2150,30
25434.89,30
301,30
14485,30
0,30
17048,30
420,30
3180,30
574.66,30
32,30
19495,32
1510,30
0,45
4280,29
444,30
91,50
134387,50
3040,21
3310,20
7667,33
35249,30
18305,32
57,25
6596.25,60
46549,31
0,31
11505,31
172,30
122876,45
8942,30
651,16
1795,45
25574,30
0,30
0,28
1,30
0,29
0,30
25,30
21223,29
75,60
41845.88,44
761,60
775,30
0,30
0,31
0,60
252311,45
101,30
3585.01,35
13274,14
13589,45
0,25
0,30
660,60
150,30
1155,30
12960,30
12259,30
50,60
5056,29
0,31
26,30
2274,23
87,25
19,30
1000,45
0,60
256125.76,60
1,30
362,30
218,30
40,30
2250,30
84,29
965,30
3595,30
155,30
150,30
1,30
5185,30
1991,60
8001,21
100,30
10772,30
15,60
0,30
1010,19
21507.47,40
0,36
312.75,35
1504,30
0,30
386,33
12193.08,30
2330,23
351,30
0,30
61879,30
5100,30
155,30
0,30
0,30
7,30
1279,48
481,31
1,30
501,30
5881.69,20
1200,60
0,30
0,60
4255,31
3271,60
0,29
60,30
1063.82,30
1,30
2030,13
9101,35
5215,60
0,30
1,30
280,30
401,40
0,30
2266,36
1419,31
6150,30
855,40
0,30
8000,58
4570,30
257,30
440,30
1673.5,30
1,60
76,60
2597.68,91
1570,30
4920,25
25,57
406,41
5020,47
0,35
50,60
1270,45
12993,23
38789,29
0,30
881,30
20,30
6,21
12685,28
0,30
715,45
300,30
1,14
297,35
85,60
3625,15
3218,30
10127,30
0,30
3725,47
0,30
1,60
0,30
6230.23,28
875,28
410,47
37309,45
2037.19,30
96889,36
0,35
4300,32
385,45
0,7
320,30
6837,30
1405,30
10,30
70,30
57,30
25945,30
0,30
14088,60
510,30
662,21
0,60
0,30
1,30
15495,30
195,30
1197,30
0,45
1760,51
37,30
0,30
2803,30
7789,30
70,45
2660,15
3050,60
21,30
4371.67,21
0,30
4575,30
47.77,30
346,59
15,30
3010,30
7482,30
521,30
0,30
18340,45
2285,30
0,30
2554,45
0,30
0,30
103,30
20455,30
5163,23
0,30
69362,38
35,60
116,29
0,17
157,60
100,60
17017.1,31
1579,35
50247.31,34
3115,43
78,30
13.37,36
7681,30
1,45
1050.01,30
4005,35
2785,30
125,60
3296,30
28525.41,45
3332,30
0,30
296,30
0,60
6500,39
503,30
1238,25
1250,15
8539,30
17382.37,35
30,17
360,30
1866,30
504,23
32822,30
1,25
502,38
7425,45
459,30
25,60
22,59
0,56
3130,30
15,30
0,28
2120,48
2912,45
1127,30
630,33
2641,10
32.69,30
50,84
75,30
3333.23,46
119458.84,46
5786,30
15400,30
21215,45
131,30
2988,30
57689,30
3476,30
2991,15
405,60
36,30
5370,31
3245,30
1,35
42374,29
866,30
146,45
489,28
1585,60
10786,30
1300,30
16125,30
0,91
650,41
0,31
1670,60
6027,30
354,32
5075,30
21549,32
1500,90
5,30
215,31
700,36
4050,14
693,30
0,30
2000,60
100,30
3510,60
7761,30
991,29
0,60
0,18
10100,21
5861,37
4568.72,30
10,30
50,30
17614.24,30
433,30
150,60
117134.72,30
346540,46
4243,28
200,30
20,60
151,60
638,30
1025,31
0,30
3905,21
6355,30
595,60
10,30
30,7
35,22
6279.12,30
746,30
0,30
112,15
5,30
56500.98,23
5760,39
246,60
20732.2,30
2975,60
1040.77,25
1310,30
1,30
0,56
18114,60
1600,34
2433,15
0,20
135,30
491,60
251,30
380,30
381,30
460,30
0,30
0,30
30,30
3658,30
4992,30
33799,33
3125,33
806,34
0,30
1035,28
1811,30
10772,32
521,30
3189,30
8220,30
91,60
301,30
5616,30
980,45
6,30
2382,30
4440,28
12231,31
3536,23
500,30
1859,71
0,30
1879,30
860,30
589,30
370,45
71025.27,57
10200,30
1.18,30
50,30
2043,30
5257,41
7834,30
10,30
1150,14
1115,58
30,24
0,30
5495,30
7146,45
5500,30
0,35
4268,16
0,34
13485,30
4202,60
33,40
13747,30
912,10
88226,37
485,40
985,60
1807,30
2600,30
30150,47
115,26
1010,45
15115,29
146,34
110,30
206,30
761,36
0,53
50,30
4189,35
51,30
143,60
500,30
0,33
3717,54
230435,40
2475,42
85667,30
7017,30
243945.43,44
7766.11,30
2924.55,34
1006,30
95,30
2820,48
27,60
7066,30
760,30
28,37
8821.77,30
124998,45
478,45
2650,30
15,60
14722.44,31
10109,40
646,30
42,30
17064,20
588,21
951,30
0,60
123,35
49,7
15,21
10022,30
765,14
9472,49
71,18
2379,60
343,22
2508,30
0,15
1982,24
62,21
12014,30
11501,33
2010,20
223192,33
5680,30
10,30
225,30
0,28
10,30
755,30
11,60
7569,31
250,36
297,50
15,30
66521,50
125,30
0,33
3889,29
1952,60
2200,14
855,30
325,30
5163,30
530,54
100,59
0,33
90,30
5270,30
2141,25
65,36
0,30
0,30
20,30
21005,9
875,35
7762,33
15474,30
30,60
71625,31
16741,30
704,29
3727.55,31
21,30
7865,30
709,32
2655,21
123,9
2240,41
12000,22
1333,30
1655,32
1453,63
0,30
235,14
711,33
6250.55,30
1,30
655,30
865,45
20975,40
329,30
0,30
211,31
2797,30
3237,30
82,60
5318,24
0,45
7311,40
100,60
7712,27
1595,38
0,21
1771,30
6552,21
6619.62,34
1,60
0,30
21125,30
1692.05,31
10,30
4086,30
1280,30
281,30
30,21
81,59
24558,60
10680,60
1030,30
0,40
575,30
108,30
5920,30
19086,45
25532,30
2976,30
36096,60
32869.66,30
675,32
100,30
35650,26
0,45
30201.66,37
2767,77
25,30
110,30
0,30
1,41
90,30
1265,57
27468.42,26
13485,8
1528,30
95,30
762.8,30
1010,30
1040,30
15415.1,24
7060,33
15327,21
539,30
0,30
90,23
1400,45
0,30
1550,31
5928,39
4726,30
178,30
0,30
3500.56,29
1905,30
759,39
180,30
10,30
2062,40
0,10
44,37
22099,30
35,15
31666,32
24100.21,40
1390,49
13442.01,18
50,30
25,43
300,47
200,28
1075,16
6800,31
0,30
2,33
30,30
3615,30
0,40
430,30
1356,45
2060,30
4435,30
210,30
326109,32
10036,21
0,90
235,45
108362,31
5,60
7105.13,21
169,30
1305,56
59763.81,30
987,30
27904.5,30
263852.4,36
1370,46
4528,29
357,7
182,60
8098,30
1343,32
0,23
11,31
410,20
60,30
7027,29
1995,30
161943.83,30
1774,30
1804,45
400,79
4741.5,31
2030,29
40,30
0,34
0,30
200,35
0,30
10,28
1190,30
20768,30
450,31
8,25
9637,30
2080,60
0,60
1105,60
1,60
1118,22
83512.1,42
71,30
88,30
20040.37,30
658,30
4075,40
1175,30
124,30
25,30
0,30
0,30
37935,30
0,30
150,23
160,40
179,45
1044,33
5046,14
3734.66,21
0,30
2160,30
0,40
75,45
1800,30
10104.77,30
141,30
380,45
225,30
440,29
902,30
3550,45
0,42
1545,30
0,60
2675,30
0,33
0,30
233,35
15,91
0,60
2300,30
0,29
28,30
3000,14
1100,45
5261,81
665,31
7010,32
40,30
3810,26
1585,45
0,30
2966,30
1,60
73918,30
0,30
759,30
100,31
4026,30
1536,30
605,33
7100,60
15,21
3828,35
4590,40
0,25
6479.5,30
0,30
0,50
4000,60
0,30
21528,30
35319.9,90
1290,30
75,35
80,42
32000,60
55205,44
89,30
402,30
26923,30
0,30
1,30
804,30
71,30
330,20
11260,16
3896.5,47
150,30
0,21
121,30
0,45
18294,23
199549,30
5110,60
10068,32
1,30
23835,29
2696,45
9001,33
335.11,30
33913,38
2000,30
53,60
35,60
0,30
750,30
430,30
373,60
18230.52,30
1237,31
26,60
35,50
23.23,30
975,30
70,31
1078,30
3220,30
0,30
270,60
625,16
0,49
1094,35
63,31
2731,30
51,30
6578,30
10,30
56505,31
738,35
20,30
55,30
1821,29
7135,30
11640,26
11112,30
2415,30
5170.03,90
4478,30
3835.63,20
0,46
0,30
2685.69,46
2100,60
2230,18
240,5
1,24
