campaign_duration,dollars_pledged
45,229958
62,0
30,295
30,46
30,2056
12,0
15,1
30,85
30,3385
41,26939.1
45,0
30,6318
30,91.33
45,240
30,2718
25,1370
38,37276.82
35,5055
30,14011
59,160
29,900
30,740
25,4.25
21,3844
30,10397
45,10
30,895.18
61,4155
21,1542
30,23228
29,3300
30,0
56,8264
30,20
61,13384.18
60,1895
30,8250
30,5196
33,1726.44
38,81921.88
30,18632.33
30,0
31,225
30,4593.97
29,10876
32,25390
30,31803
31,567968.41
20,765
30,5
30,2620
30,15
30,11650.55
30,441
31,4497
60,221
30,381
21,2504.34
32,31410
30,0
29,250
30,0
20,21022.25
8,585
45,1241615.13
45,8858
34,2111.68
30,0
30,52
59,5301
30,3705
35,213
21,1400
30,9822
60,56
31,18835.09
15,690
60,4212
31,17190
45,576.67
30,1480
25,13267
9,173
30,908.2
60,2000
20,515
30,449.79
30,0
14,148.75
30,343
30,60
50,485.92
15,240
30,0
45,18.23
30,15158
30,4624
84,245
30,1950
14,1865
30,0
30,2176
45,1
30,16609
30,247.11
90,25
31,6256
30,23150
29,46
30,25076
42,6176.07
55,90
30,1471
27,0
30,0
57,1950
30,17926
20,574.69
30,9182
30,0
30,68
44,2115
30,5617
30,1
30,130925.6
21,3926
32,16118.05
60,18.97
30,0
60,205
30,5055
31,0
30,396
60,47
59,0
30,3018
15,3762.53
36,26
50,3.33
45,17963
30,484
30,2186
60,0
30,3233
32,2259.25
30,86
30,0
30,3.66
35,2396.95
30,129
31,1
60,82.28
15,0
45,579
45,778
12,850
30,189
60,0
36,13437
30,0
30,100
35,100
30,514
30,37112.06
30,94152.28
30,5266
49,391
30,4275
38,2660
59,10797
60,5587.4
60,4483
5,1405.48
32,335
35,255
32,0
30,18
30,0
30,50
37,21255.54
30,110
41,1283
60,87.52
46,500
30,1100
40,2867.4
45,7575
19,629460
24,13198.39
29,609
60,360
31,4.3
30,3186.66
54,28
30,0
30,5907.25
31,0
31,8287
30,1
25,0
46,2476
50,2.21
35,85
31,0
30,191
40,170782
45,1735
30,2480.16
30,144.58
21,393
32,5250
20,1908
30,2
30,1
30,2516
30,1
31,51057.39
45,1131
22,2017
31,1895
21,0
30,85
45,22.37
30,17677.43
30,18178.61
60,17.87
39,0
30,308.19
60,0
30,650
30,2458.47
10,12
30,559.83
30,910
30,1461
35,4710
30,7703.85
28,1844.62
34,5481
20,7789.99
24,5375
30,0
35,876
30,1137
30,1798.49
35,86.5
32,3305
45,2
30,40
30,11351
30,6493
30,0
30,1056.44
30,552
17,30
30,836
42,6041
30,178
60,0
30,0
30,0
30,0
30,20
60,0
30,136.19
90,260
6,1270
32,2091
32,174
23,81.17
33,21500
34,100363.6
22,1410
45,50
30,4749
30,150
17,666.75
21,1225.16
60,13303
30,343749
28,968.06
40,3161.5
41,15
30,43
30,12
30,2085
30,5040.88
36,262.06
60,40
23,6580.75
30,10012
30,2205
30,45
41,1260
56,6236.56
40,409
28,4139.23
30,70
23,0
30,7
31,16086
30,18820
43,720.18
30,1973
29,7463.83
36,32547
30,549
30,12820
30,1275
44,957
36,2450
30,3552.52
41,650
20,3706
45,386.73
64,4527
60,1711
30,0
25,22
30,7159
30,31448.52
30,7411.44
30,6621.11
30,0
40,48.47
34,884
25,2107
50,238.44
35,701.02
30,1146
57,0
60,0
30,633
15,616
21,7410
15,1890
30,584
46,1874.22
30,35
30,3.19
24,25005
31,7.32
22,923.49
31,6493
31,323
30,2815
53,26368
30,0
47,2684.29
60,736.96
31,0
84,1486.13
30,71353
30,20528
50,0
30,5375
30,2261.77
60,0
30,10
38,26992
45,15135
60,30
30,3314
30,645
30,0.79
25,3090
30,2572
30,0
14,794.13
30,924.2
60,996
30,3292
30,17426
22,2735.46
29,7587
30,463.3
21,8369.11
50,0
25,10504
33,5211.42
30,2310
30,1
28,3843.32
30,0
13,569.84
35,900.14
30,15.52
40,0
23,0
60,11075
38,100
30,275.24
48,77
30,50
60,13238.1
30,3514
30,6104
30,2116
30,8326
30,16
30,8050
28,14287.25
14,564
36,96583
40,1502.55
60,301
54,4965
25,4590
30,0
27,7731
30,26
16,617
29,0
30,206.85
29,702.9
60,2246
34,9633.5
25,1141
30,3600
10,0
30,3066.69
60,3012
40,16001
30,0
30,0
60,1.11
30,300
30,47.55
30,1009
30,20977.92
10,8820
31,910.67
30,707
30,16435
30,0
45,823
38,3150
30,614.7
31,30426
30,3390.15
30,19.3
30,550
20,1.66
35,2492
24,68319
52,954
60,7
48,5036.07
45,0
60,8722
30,7256
20,5151
27,76
45,21.8
30,1509.65
30,105
60,0
28,0
30,0
35,213544.82
30,318.63
31,2858
30,0
30,387.18
30,1071
26,790
33,10626
25,44.63
30,359
31,7220
30,51
30,15527
10,206
30,0
30,7551
30,0
32,1604.74
60,0
28,196.51
30,44194
30,26092.11
10,2097
54,15595
33,0
30,461.23
30,499
30,472
31,37749
30,1075
16,4780
30,9551
33,3256
29,0
60,50
30,1720
20,340
30,9001
30,1253
30,30
30,1106.64
30,486
29,3136
90,0
15,7593
39,6125
90,9131.77
14,24752.69
45,0
30,112.89
17,6120
35,2010
35,86277.56
30,3025
37,817.05
43,376
40,70
30,1870.44
30,0
25,1
24,286
30,1665
30,25
30,320
30,1026.71
30,9975
26,3940
21,18125
30,3603
43,4300.71
27,30.62
30,20
31,251647.74
30,7826
30,0
21,5000
31,943
30,6322
55,600
30,3085
40,8712
32,166075
30,500
30,0
35,466
30,23582.57
45,6975
30,12
30,0
45,2181
45,645
31,8875.33
30,15539
50,110
33,327
30,20572
30,602
16,0
30,130.99
30,779.53
28,12
21,4401
30,0
40,463
30,0
20,600
35,90
60,0
30,6023
21,922
57,106
30,695
30,1475
45,7979
30,5000
90,2070
30,0
30,3720
30,9740
90,7105.5
61,2000
60,53
30,5
35,6140
52,22796.03
30,15058
30,16228
60,5
30,7000.03
31,741.06
36,988.71
30,3750
35,3129.69
30,0
39,2610
30,111
30,2204
14,3164
33,329.69
30,370
7,449
53,1
30,6465
30,220.01
30,4829.65
30,20626
30,29
30,720
60,87.97
30,250
30,250
30,45
29,1511
30,0
30,2525
30,6925
30,3597.68
35,45
40,458
20,1313
30,286.35
32,56194
30,0
30,0
30,3000
30,641
60,340
30,2283
24,510.31
20,0
29,53659
35,0
30,6
28,0
33,0
30,700.67
33,115
30,0
31,290
25,0.74
21,3061
21,100
44,0
30,0
29,1018.66
45,1691
31,0
30,1972
60,0
30,5
45,25
14,0
30,2165
30,483.57
30,0
31,8791
30,5195
15,1270
30,848
15,0
30,815
30,658
15,1565.99
60,792.14
30,15.06
30,1930
40,848
15,35992.54
30,63804.82
30,3116
30,10615
30,1310
35,2313
91,1001
30,3000
30,0
30,160
30,27075
30,8505
30,875
30,148.17
14,26
60,6592.12
30,16
32,2820
32,13014
30,171
30,1391
32,1837.89
46,9.35
60,904
30,3310
30,125
30,39
20,8919.01
30,3889.38
30,25788.13
30,14049.55
60,42
30,2549.43
21,5947.35
30,500
30,2710
30,3535.99
30,0
30,4500
20,20
30,110
30,12909
17,206.94
45,0
42,3085
32,16672
30,2368.77
30,1255
30,0
60,95.97
60,3586.58
35,0
30,6399
35,115081.7
45,167
25,3021
30,10
30,0
28,26768.23
30,41
60,350
30,43
23,2812.39
60,0
30,9354.35
30,114.16
60,1
49,709790
35,6
36,3483.21
30,65
20,10369
30,5267.5
30,2010
30,4755
30,3029
34,28278
36,4565
30,25
30,233
30,108359
30,570
30,669.39
32,20994.33
30,0
30,127.55
20,41163
31,7610
30,269.92
20,19204.71
60,467
30,101030.36
25,0
30,0
60,2894.15
60,6
30,6420
30,345
64,21329.01
30,11841.95
50,2885
29,0
30,0
47,3653.46
45,2567
7,15
48,1565
40,6154
30,0
66,4800
38,42657
33,437
30,0
10,1128
12,77.22
30,0
15,75
27,1216
30,514
32,213
35,6530.5
15,875
30,382
21,0.65
25,16399.62
45,348
52,10
30,0
30,3298.99
30,119.94
41,665
30,3400
36,572
30,476.7
30,0
30,21210.01
45,42
30,3304
30,1165
30,10841
30,0
45,4500
33,2665.4
30,1076
30,50
31,11754
30,0
30,6186.94
30,30664
30,1096
16,1366
30,210
30,35
60,1460
30,8.17
30,58
60,60
12,926
30,241
21,921
15,13037
30,7446
43,3274
59,435
30,0
30,1254
30,137
30,225.11
21,1917
15,440
30,236
30,0
40,2232
60,0
30,0
30,7900
30,0
30,8341.62
60,0
30,42269.29
60,3
45,1357
31,20680
30,3536
30,80
30,471
31,0
30,0
40,22783
30,0
50,319.29
30,1542
30,7050.16
30,0
40,1652246.65
30,398
15,24353.86
28,22809.98
35,5534
30,5035
21,7560
45,14.63
30,195
30,26
50,3261.63
26,1000
18,725
26,131
28,504.08
41,500
40,3390.77
30,89.89
40,530
30,507
22,12806
21,3500.76
45,2576
30,1
60,580
30,82
45,1370
17,72
30,5931
60,465
30,37
40,158.78
35,1209
33,3021
30,45.8
60,2077
30,281
12,245.88
28,5405
30,5013
30,3012
30,870.98
30,397
39,10906.23
30,0
30,134
30,5886
30,809551
30,75775.88
45,205
90,0
60,1811
30,0
39,15
30,0
31,3971
12,4710.82
30,30
30,0
57,17493.25
29,1180.54
60,0
30,1677
33,0
30,1142.78
30,1
30,485.72
30,10
28,1396
60,701
60,5
30,50
14,2326
30,100
30,0
44,36
30,4339
30,17460
30,7
30,313
30,45845.69
20,1.51
50,75
30,23509
45,0
60,353.27
30,587
30,7042
30,197
36,3031
23,0
14,168
24,0
31,100
30,39.16
30,18670.96
28,4488.7
30,30
19,1495.99
30,8.63
30,9205
26,145
30,29299
60,78.14
30,4270
33,826
45,3490
15,1315
90,675
32,21127
17,0
46,2
60,0
14,0
41,6786
30,4830
37,19458
30,1180
30,0
45,53419.65
30,371
35,1345
30,510.9
30,23.21
30,9117.53
30,6306
31,128
43,27289
30,1016
30,3449
17,3039
45,365
33,185
30,7317.95
30,1042
30,199.12
50,0
30,11
30,37
48,3055
60,6551.38
23,9895
37,2282.5
30,31
30,74
30,391.43
30,2930.7
30,322.87
20,20
30,133.21
30,106.5
30,176
30,10
30,35
30,2836
28,12376
43,2020
60,1
39,10.33
30,17675
30,471
30,0
30,53
30,2381
90,120
60,1784.36
19,100
35,300
20,7578
30,1
30,0
90,1156
14,0
30,0
21,525
30,0
30,2374
30,0
45,260
32,62436.3
30,6766.06
30,1
21,381
30,0
60,310
30,0
30,105.8
30,9963.43
35,3176
60,2110
21,415
30,2581
55,1287.75
60,1826
30,805
33,4025
30,399.67
12,4
36,15
30,10
30,1783.82
32,7478
30,1686
30,8666.85
45,12
45,77.51
60,11135.02
30,3905
30,0
29,14729.73
45,48
20,1625
31,2750
30,0
30,5557.8
35,373.49
26,414
44,133
30,5
30,3104
29,19000
21,1227
54,9076
32,116
30,5004
30,2354.84
30,4125
35,1880
7,1589.62
60,134
30,9300.01
40,5586
14,1885
6,347
31,1770
30,0
40,10258
35,0
14,100
30,0
60,0
40,15435
90,0
33,1875.66
40,481
30,190.41
30,0
71,10
30,40
32,30089
30,1570
20,4612.53
28,18994.39
7,766
15,1129
30,2206
30,1124.31
30,0
36,1665
60,2810
34,1001
70,697
36,18721.51
30,101111.22
46,660
60,0
53,26
30,54
30,13244
37,10940
30,0
30,0
60,0
59,20
30,105
30,1
73,0
30,188.37
65,1260
30,3691
29,36127.5
30,0
30,878
30,3520
60,2584
42,5360
30,60
30,0
30,0
30,2803.8
30,926
42,520
30,435
30,2.8
44,8881
30,1347
25,2671
30,41530
25,35
30,1
32,0
30,2205
36,2584.94
14,255.53
28,3074.57
45,2689
30,0
29,9619
30,0
16,54.71
35,1226
15,1160
45,0
45,59
30,32448.5
35,1242
23,156.34
21,2186
30,3581
30,825.31
30,296.36
29,620
35,18913
31,23539.01
30,50
60,7250
40,0
60,27400
40,0
32,4060
20,60
8,0
31,200
30,0
45,2362
30,2525
30,3965
30,0
30,9069
30,49.19
31,11739
30,23
60,266
30,202
30,1545
30,305
30,128.41
6,175
27,15542
45,2415
30,4247.72
30,155.91
27,981.91
45,551
41,2148
35,745
30,0
60,43320
30,0
60,50
58,10
30,5264
30,296.41
20,22793
30,225
30,500
18,12
60,14.51
17,674
30,7045
60,69.64
15,1641
30,0.85
25,1867
57,12129
30,2300
30,1
60,0
30,0
12,447
36,4295
30,28959
15,0
40,2015
30,0
30,5440
30,630.21
58,20
30,1092
30,660.95
23,34096
30,0
10,0
30,250
31,5603
30,2533.04
30,0
45,8270
9,1075
60,185
33,30371.33
30,126
30,4560
30,4185
30,1
43,1842141.69
43,90
60,840
30,40924
15,3941
40,7
30,66
30,1800
6,13
30,55
28,25
45,31496
30,0
30,12071
30,1257.51
42,84002
35,513
25,90
89,4249
30,0
20,1710
59,137.99
39,227.13
32,4329.3
30,292.51
60,0
45,14191.33
31,28034.74
58,1500
34,11327
45,10914
41,3415
60,0
30,0
29,4227
60,165
90,3034.74
45,37
31,1313
45,150952
34,3675.81
30,0
30,12
30,1022.95
60,886
30,717
32,3015.01
30,18547
51,2881.32
30,563.84
19,82
60,17181.28
29,10212
60,3205
30,12
35,1640
25,4115
30,697
30,537
45,3365
30,3345
29,78277.99
60,660
30,84.32
32,592
30,1275
30,0
30,240
30,569
30,3245
33,382.66
30,185.31
30,0
30,30
35,1046.76
10,10190
30,61
1,7670
30,0
30,0
41,20605
60,36.47
30,875
30,26
20,11358.19
19,470
30,12381
30,0
30,1149
33,20526
60,341.69
60,0
60,0
30,35180
46,260372.61
31,20392.8
30,4331.01
30,105
30,0
43,121
10,1
60,30
23,25150.3
30,2853.21
36,0
10,2
30,610
49,106
30,1
31,101
60,20
31,7090
30,10.12
60,0
90,2287
30,2078
20,4675.19
30,5
20,4811
30,0
27,681.13
30,300
60,2245
30,0
30,590
55,343
12,1630
12,7219
30,2705.17
30,1004
31,126
60,10000
30,58290
30,0
30,0
20,1260
20,1201
30,344.31
30,7580
60,0
45,26
40,3248
46,1000
30,10961.42
30,50
30,30
30,672
28,26
45,4140
30,3185.21
40,1260
35,6641
30,17432.77
21,4250
25,271
31,448
30,26.58
30,191422.49
22,6374
40,0
32,0
25,10
30,1114.6
31,0
44,200
35,3291.8
33,22459
45,4118.07
22,190
60,8455
30,12.65
45,100
30,267
40,117
18,1202
60,0
30,1561
30,5
45,120
15,152
32,1393.99
30,241
30,4108
15,185
30,2565
25,13312.09
88,2882
30,7.01
30,504
30,5123.78
30,7727.35
30,63.19
10,3100
30,748.25
30,3719
30,1885
17,0
26,150
30,1
30,575
30,0
14,1029.06
30,5447
40,3475
30,2116
62,500
54,0
30,0
30,27663.06
33,3903
21,9225.77
30,638471.96
30,257.88
45,200.06
30,620
28,0
34,4075
40,986.74
33,5477
45,295
30,492.42
30,5275
30,978
60,31.39
19,11961
33,182
25,235
40,10755
66,25
30,20
60,2100
60,100
30,0
30,960.18
45,110
60,19883.45
30,2260
30,305
30,11816.03
33,227
32,30550
31,1
34,0
48,0
45,146259
30,14337.02
36,3053
21,168
30,0
41,221.3
60,210
29,242.85
35,1771.18
21,64799.6
30,31.25
30,0
45,766
35,11013.73
25,0
40,1662.02
30,777.11
15,171
60,20376
30,4225
29,0
30,1295
30,3706.25
30,47695
90,25
31,56475.42
30,157
32,8139.16
60,0
69,5095
30,541.39
35,3317
34,21225
28,8030
15,45
30,7986
10,0
31,260
21,86
31,330
30,207
40,20
28,1502.85
30,425
30,10515
37,3730
30,482.17
46,2635
30,8269
30,51.88
27,551
47,736
7,0
30,4486
60,10398
27,1869
10,1820
59,1121
30,778.23
60,12757
60,625.05
60,11
30,1416.13
30,272.48
71,87407.78
7,266
45,10
42,1000
26,0
28,2402.21
30,1
30,5570.34
60,86.24
60,0
10,1085
34,43041
31,60277.02
30,64446.55
30,1264.62
60,90
27,31
60,22
19,0
30,35
30,661
26,6633
45,1002
32,5099.66
30,0
10,0
20,31
30,0
42,40071.38
30,0
60,9038
30,14574.71
60,210
60,85
30,7
60,77.41
27,0
30,3333.08
30,500
35,0
30,0
33,30.51
60,426
36,22294.01
32,3861
30,2356.01
21,385
30,2185
28,2730
27,6111
59,0
18,10470
26,25238.97
30,80
30,150
30,171
23,17292
60,185
60,2610
30,11
33,1
37,34288
18,60
14,0
30,24.45
60,8042.35
45,444.34
40,42945.35
60,2
30,37.38
45,10770
21,6.76
30,2510.28
30,1106
30,33144
30,40
19,1050
30,27678
30,315
60,2878.83
30,320
25,0
30,204
60,965
20,1.63
31,0
48,4776
29,0
31,81981
34,2726
15,2148
26,393
90,2749.88
40,189.54
30,78.39
30,140
30,16
21,4587.79
30,5
30,200
30,4483
30,110
32,3728.25
40,16
16,7293
40,0
36,10297
30,149681
57,5000
60,400
30,1975.06
26,15
30,630
30,45
45,3781
90,270
15,20309
14,3490
45,7785
32,4365
59,1242
60,386
30,5105
32,18495
30,15
51,0
30,182
30,5612.99
51,745
30,4479
30,14.78
30,0
30,41586
21,10587
30,0
45,7583
40,9881
30,0
29,2697.35
30,9775
30,21308.69
33,7689
33,156
30,200
30,100
30,0
30,0
35,526
30,0
60,108
15,107
30,2.03
30,1717
30,0
35,1763.32
30,0
30,80
30,1520
60,11492
8,4678.24
41,2551
49,1237
60,0
85,4535
30,1
40,4481.69
30,10977.19
60,2515.77
5,370
55,1085
42,11575
30,3905.09
30,14692
60,22.53
60,25467.57
60,0
90,2708
30,6815
30,166
52,170
30,870
23,2700.55
42,1
35,730
30,2100
31,12090.5
61,1
45,110
60,8274
30,0
30,58
30,1
38,443
30,6326.25
31,1015
30,50
30,0
30,0
30,2125
20,0
34,83
40,0
37,199.16
35,4551.22
30,320890
81,1926
40,5247
30,517
45,577
15,4910
30,2636
35,19282.34
20,3002
32,2105
30,17642
60,4213
19,3505
30,616
30,1048
15,131
30,44182.2
24,12031
14,0
33,25909.66
45,21
30,8307
30,0
31,6970
45,2125
21,1100
30,18557.64
30,1345
35,6473
30,10240
30,7588.31
30,219188.21
24,57.67
30,0
30,3656
30,501.53
60,10
57,4913.12
30,0
30,100
45,206
30,236.51
60,107
60,59.81
45,30
45,651
30,5315
30,100
30,1500
30,7645
30,0
20,0
21,50
30,301
60,0
18,3258
30,10635
30,990
30,15.64
60,360
60,7805
58,0
27,58137.12
45,1217.28
31,3796.48
30,200
38,1852
60,591
30,6611.6
33,6500
30,51162
45,155
60,0
20,5275.06
25,5311
35,2558.31
26,3211
30,124
30,802
60,912
32,85
31,906
20,20
30,35
28,4803
60,8.95
30,0
37,35
30,11
30,913
60,39.35
30,5290
14,0
30,21776.36
42,5
30,16345.11
30,266
45,255
20,302
32,10243
40,621
30,1523
30,4.25
49,2236
30,219.31
30,742
30,18893
15,65.16
33,971.56
30,12
15,587
60,0
30,135
60,785
30,6050
29,3425
30,1
30,2865
30,70853.29
7,285
30,52660
32,6329
27,3747
30,1
90,0
55,4859.74
30,3905
45,1000
30,0
37,25
60,0
28,50
30,0
60,2365
30,109.67
30,550
30,3562.08
30,390
14,15.33
26,4391.34
34,55059
60,4542
30,3858.78
24,420
27,3178.5
60,120
45,50
30,277.17
60,4580
31,1980
40,7758.4
60,235.82
22,1835
39,1101
8,292
23,0
45,36982
30,8145
30,0
30,1053
30,165
30,185
30,0
45,1372
30,3462.59
60,1
39,1075
32,345
30,0
3,57
45,3476
61,35
35,5743
30,0
40,37403
23,50
30,236733.33
30,36.07
30,5
40,485
21,2196
30,60
30,0
15,1505
30,40
30,0
47,1631
40,260235.9
70,60
60,14060
24,486
33,0
30,1130
29,2653
45,9485
18,155
45,50
36,0
3,0
30,0
30,5022
30,10096
60,223.43
32,44805
59,0
45,44
30,20.01
40,2000
30,36652.1
44,9954
34,30134
89,500
28,6100
30,170.78
6,0
60,36
30,14108
34,36980.87
35,92029
37,23307
53,4437
30,252
30,0
60,100
60,10
30,0
30,4572
30,1104
60,51
30,31.25
30,5079
30,3826
57,0
30,4285
34,200
30,254.65
27,351
30,19112
30,6600
30,1
30,5
26,1896.6
24,0
21,8036.67
30,131.68
36,9637
23,5523.78
30,1142
30,1467
14,100
60,110
32,25006
60,81
30,66
30,1195.01
30,50
90,1830
30,1181
46,391
30,46885
25,100
20,0
41,28170
30,450
17,0
36,471.14
30,4121
30,7045
60,0
60,25
32,845
30,0
16,1810
30,40.78
33,152
30,21421.23
45,2345
30,2314
30,0
60,143854.93
30,102.37
35,900
11,148
30,220
30,28.4
30,8612
30,448
60,5415.08
30,3453.69
60,50
31,725
60,50
29,215
30,2275.38
30,0
29,30555
33,560
30,605
30,0
31,6096
34,19589.05
60,20
60,5
59,901.66
21,5001.11
30,5904
30,6666
30,1790
12,0
30,16179
45,141.89
30,742
30,5535.85
30,10565
30,0
20,0
60,7
30,0
45,26
60,0
31,13951
45,800
32,116
25,2810
34,2731.7
46,271
37,0
30,0
32,1664.98
30,5
29,3164
21,0
60,72360.23
30,8050
60,100
30,85.72
30,1.12
30,0
28,294
30,0
30,0
30,12435
14,0
45,331938.54
17,0
30,10
30,0
5,0
46,61
38,75
23,10176
30,1613.21
60,1
30,2013
45,20
31,5300
30,4.57
45,5943
15,250
29,46266.2
29,10610
29,51544
30,42751
40,819
30,10368.52
31,4740.5
30,2552.45
30,755
30,256
31,15.42
60,0
30,1135.02
31,30608.59
30,1835
30,100
30,3127.05
45,100
30,3.29
30,41.37
30,324
20,1034
30,22902.11
45,530
13,346
30,14222
28,12643.08
50,371.38
30,0
60,922
60,533
35,3898.6
30,70
30,50
45,0
30,3644
30,995
45,0
30,2180
30,5.32
30,23517.8
9,555.74
30,0
30,12697.03
30,16.23
32,0
45,0
36,8059
30,1.24
31,0
16,673.01
31,0
29,1
60,1
28,3416.05
30,30
30,26
30,566.2
30,5.26
30,11
60,0
45,10985
30,52406
30,1143
33,633
57,11.56
31,3881
30,50
81,3590
35,3516
15,11112.35
35,110
51,3542
60,237.24
30,0
14,19069.16
45,5802
30,620
60,7300.25
30,0
60,2733.7
30,20
45,53054
27,0
55,1
55,500
30,14599
45,46.75
30,6805.19
30,5015
30,4416.74
60,0
35,34504.55
40,38
40,85
36,5001
30,0
30,5671.01
35,11460
35,16246.01
30,806
60,190
31,161
30,0
30,0
21,3640
32,236
45,12214.3
60,0
30,0
30,135
60,0
30,331
21,685
30,1096.32
14,12650
30,0
27,1218
45,142
50,2655
30,60.8
30,526
21,1
30,1249
31,6293
21,391.7
30,25
6,3
22,1565.39
32,55.05
42,3749.23
30,45
30,816
39,982.9
30,0
30,883
18,677
30,1704
32,10066
30,54311
30,125
45,4384.53
32,1890
30,261.29
30,39025
31,145
39,3170.75
35,89381.97
30,0
30,0
30,259.72
55,23.18
30,70
60,9826
30,66.13
30,0
91,951
30,79.78
30,3452
60,0
30,0
30,5181
17,13217.79
60,2
44,17242.79
30,20270
30,445
45,3005
40,2076
30,337.52
45,295
30,1525
40,7222.15
30,25
31,270
30,1
14,295
60,103.65
60,121
30,9000.37
30,0
30,13086
60,0
83,0
30,10060
30,9335.47
30,15
25,1311.45
45,2932
30,0
30,2540
30,5410.42
30,0
30,0
15,0
30,5
60,12605
30,5335
60,108.76
10,10
30,8468
30,1
36,104902
33,10465
30,0
60,16487
9,140
30,136.84
30,5046
14,11015
40,5258.23
54,41
31,11149
30,1
40,0
35,2454.47
30,5338
30,107
60,1083
30,120
14,750
30,30
30,1
30,615.16
33,16327.44
30,32196
30,255
60,14
60,50
20,1056.67
31,39932.59
30,18.08
45,4.65
30,25
30,55
25,639
41,1331
31,61
45,38.89
60,0
40,201
30,1.45
30,1073
25,1000
30,375
11,0
30,755
30,680.19
30,1042.1
6,85
27,1328.24
30,530
30,0
30,0
60,347.14
30,18537
29,3389
30,7712
38,16364.35
33,6543.96
32,3260.85
7,1044.42
36,254.75
60,0
30,6121
30,0
30,3108
30,60
20,1991
45,345
45,1807
25,921.12
30,63335
30,14648
60,2
31,1.18
30,654.85
32,2402.52
30,965
31,3105
42,520
30,0
14,290
30,60
30,1581.7
30,1841
31,19778.4
60,160
35,86
30,238
60,0
30,0
30,57.73
31,1390
60,10
30,0
26,191
20,56
30,8001
30,1
30,0
45,524
57,565
47,54.91
30,2556
30,0
30,2085
30,553
30,12869
60,0
30,525
31,0
30,186
10,270.87
29,1015
45,694.63
31,785
35,7772
30,5164
36,0
90,290
25,77664
30,131
60,500
30,0
30,280.46
30,0
21,2045
30,0
15,0
30,260
30,33520.05
60,85
60,962.27
30,6503
29,3712
30,27071.21
25,6584
30,25
24,25
30,463
30,34317
45,2822
30,0
24,50
30,50
45,1737.23
30,2898
21,95
35,100
30,0
24,1045
55,0
16,6000
30,17617.88
11,1773
37,1265
15,1565.01
30,800
34,9543
33,322
30,17398
30,263
30,112676.06
30,205
30,6678
31,104.38
32,1349.42
42,176
37,1155
45,30
19,1579
30,554.17
30,15.95
15,0
30,484
28,1805
40,260
36,10
45,66610
30,23.15
49,1900.02
30,55
30,3174
31,96853
30,17143
45,6193
16,415
36,125.26
30,10552.51
30,1536
20,55
33,600
35,15.26
31,110
31,218
30,988.7
30,0
46,0
30,4120
45,6
30,5054.56
29,1046.27
30,24.35
30,10250
30,5280
40,2216
25,0
33,4519.35
26,4553
32,1795
30,2615
21,10141.12
30,28
30,13365
13,5710
60,16576
30,107621
30,3832
60,247
40,5009.36
30,55.83
37,13254
25,10013
30,190
30,5
56,5695.71
30,9077
30,3631
45,25
49,5377.24
20,9234
45,188
30,1322
30,339
30,210
30,0
15,0
30,15326.01
30,40.68
30,240
30,456.34
62,1545
60,35
30,15412
35,8419
45,25147
30,8669
13,0
30,0
30,3180
38,10452.07
30,1015
7,721
48,0
60,0
31,13540
15,155.15
10,6
20,1550
29,291.02
8,6
30,0
30,207.38
30,108659.51
30,0
7,550
45,867
30,1293
30,1879
35,16341
28,15568.13
30,254
30,400
30,1342
30,119988
29,4075
35,1830
31,7166
30,1346
53,70
60,23.47
30,27.79
30,1
45,2342
30,106.25
16,2697.12
15,0
60,1
60,19430
30,101597.35
30,381
30,780.05
20,5713.15
30,3019
30,250
30,100
30,550
30,75232.5
35,12423
30,16131.08
30,50
30,2150
30,25434.89
30,301
30,14485
30,0
30,17048
30,420
30,3180
30,57.45
30,574.66
30,32
32,19495
30,1510
30,0
45,0
29,4280
30,444
50,91
30,51.96
50,134387
21,3040
20,3310
33,7667
30,35249
32,18305
25,57
37,7954.4
60,6596.25
31,46549
31,0
31,11505
30,172
45,122876
30,8942
16,651
45,1795
30,25574
30,0
28,0
30,1
29,0
30,0
30,25
29,21223
60,75
44,41845.88
60,761
30,875.59
30,775
30,32754.66
30,0
30,3.21
31,0
60,0
45,252311
30,101
35,3585.01
14,13274
45,13589
25,0
21,1096.75
30,0
60,660
30,150
30,1155
30,12960
60,0
30,12259
60,50
29,5056
31,0
30,26
23,2274
30,153.06
25,87
30,1920.56
37,29990.43
30,19
45,1000
60,0
60,256125.76
30,1
60,2365.52
30,362
30,14183.24
30,218
30,40
30,2250
33,9765.62
20,1084.11
50,444.31
30,594.09
29,84
30,965
30,3595
30,155
30,150
24,11.79
30,3065.44
30,1
30,5185
60,1991
30,2991.7
52,2075.72
30,11.93
21,8001
30,100
30,10772
60,15
45,0
30,0
30,0
19,1010
25,19173.5
40,21507.47
30,0
15,0
36,0
35,312.75
30,1504
30,0
33,386
30,12193.08
23,2330
30,351
50,1104.84
30,0
30,61879
30,5100
40,722.43
30,155
30,0
30,0
30,7
48,1279
31,481
30,1
30,501
20,5881.69
60,1200
30,0
60,0
60,11.48
30,0
31,4255
30,655.49
60,3271
29,0
45,87.85
30,60
30,1063.82
30,1
13,2030
35,9101
60,5215
30,0
30,1
30,280
40,401
30,0
30,18.17
36,2266
31,1419
19,0
21,3525.7
30,6150
40,855
30,0
58,8000
30,4570
30,257
30,440
30,1673.5
60,1
60,76
91,2597.68
30,1570
25,4920
30,0
57,25
41,406
47,5020
35,0
60,50
45,1270
23,12993
29,38789
30,0
