campaign_duration,dollars_pledged
30,394
36,1426
30,2037
30,50528.35
60,29
40,686
60,165
30,2819.35
60,3
30,198
32,2475
30,547.05
30,0
31,16359.48
30,61
60,0
33,253
45,271
31,1865
30,6025.03
42,160
50,1138.06
8,2980
45,260
30,1010
30,587
30,11705
26,5006
15,1041.29
45,11225
35,2265.44
50,558
30,4565
46,3031
30,332.5
30,790
60,53424
30,405
24,7022.02
30,1
30,2670
30,137
13,1
15,341.09
30,490
30,5905
30,3760
45,28115
33,5075
14,0
30,271.68
30,235
59,5
31,79187
30,302
45,20
91,905
36,5372
30,35
38,17700
30,1.1
30,18.36
26,818.77
26,420
36,26788
28,8978
33,0
40,6051
15,14.8
30,9016.16
30,50
35,2579
7,3294.01
29,1400
14,4058.5
33,5026
29,6651
40,921.41
46,0
30,101
30,0
30,1
35,160
30,0
60,0
25,4158
45,75
7,0
36,838
37,5911.55
60,11425.5
60,254
46,3505
31,20225.57
25,8070.8
33,0
30,46.33
26,0
28,125
35,0
60,7665
30,0
30,3330
90,130
33,2055
30,0
60,22.46
14,67.48
30,4087
30,1
30,125
20,0
30,9128.24
30,0
30,121329
30,1
30,70
38,130
30,0
30,11.76
30,10
30,1522
28,4760.03
40,134
60,0.74
20,0
59,0
60,1655
50,627.3
30,20512
60,0
29,333246.79
30,0
15,191
60,0
40,671
30,5161
60,3459.99
32,1000
30,54
45,0
30,5252.2
90,756
30,0
27,2740
31,3344
30,1
59,316.11
38,1826
21,100
29,50
30,313
30,0
87,1810
30,1273.33
31,4153
30,147.89
30,84.81
30,448.48
30,15
45,29314.76
32,14067
30,15807.87
60,3188.33
30,20
60,25
24,1032.96
51,12059
18,2635.73
30,7641
44,115
30,203.62
30,903.63
45,0
30,0
30,3
30,5
54,0
38,934.74
30,3926.66
60,0
60,3745
21,1805
32,380
30,0
44,659175
30,0
30,616
30,30
31,8691
9,611
40,0
29,6723
6,79.32
31,85
60,15
63,1290
28,4800.11
30,2260
60,12125
25,1557
30,30.07
19,1.09
31,19254.02
30,30466
45,65
19,2235
25,140
52,1470
25,0
24,36
30,235
30,20
30,1177
30,6501
46,604
28,735
50,100
30,2654
7,50
6,0
5,144.32
30,341
35,1150
10,1885
32,10
30,8956.8
60,0
55,45
51,2045
28,3679.64
30,0
40,910
30,1697.99
14,283.16
28,2850
30,3
30,122.24
45,501
30,41
30,240
30,0
45,5401
30,1364
31,7
32,2262.22
24,710
30,161
30,2505
31,210
20,30
27,931.36
42,2826
60,20
29,14000
60,93133.49
55,424
30,9366
42,1475
30,825
61,2610
45,686
30,53.66
30,515
51,4135
15,1030
45,950
27,294
45,2647
30,9130
31,355.05
30,3140.55
50,5304.38
29,354
30,2091
30,1.57
30,1
35,8478.77
30,25.24
18,0
60,2304
45,11078
56,0
30,19535.32
90,4000
30,10090
30,1800
60,7110
30,715
30,30
30,165
30,2492.67
36,1325.76
30,0
25,0
10,0
30,137
60,11690.07
91,10049.99
30,516.48
33,458283.39
60,0
30,621.65
30,155
30,2426
30,513.32
14,1059
24,595
30,47629
30,175
60,490
40,0
29,900
30,2112
30,12132
60,0
60,396
45,0
30,150
30,0
30,5
30,750
30,4245
45,10
30,5829.22
32,5893.99
48,637
30,4171
30,0
20,82.17
30,2417
60,7175
47,981
50,7006
30,7551.66
20,1500.49
14,654.91
50,5390
40,24618
30,41
30,0
45,713.34
30,10
89,0
53,45
27,981.02
30,21300
30,1605
30,1566
45,26060.37
15,52
30,2671
15,68112
56,4849
30,2826
30,5334
30,1226
30,787
45,22
30,17.01
30,1385
40,11332.84
30,8350.8
30,30465
30,85
30,1
50,106280
21,1349.89
30,502
31,75
60,0
45,40
60,180
16,820
30,117
60,2686.99
36,131
30,6063
60,109.52
24,302
30,1330.88
29,9523.31
34,16651
30,677.48
60,22038
29,30
30,1408
21,2507
60,2
30,8801
24,5897.48
30,2510
35,491
30,27009.39
33,11175
30,3076
30,20
39,288
30,1257
30,3541
21,2151
59,0
30,85
32,7228.92
28,546
24,8
55,609.99
20,5732
33,595.78
30,35385
35,10840
45,118.77
30,2080
30,127.53
30,765.48
15,50
49,270
30,0
25,56
30,0
30,550
30,3175
20,562
30,8
24,1611
7,325
60,1170
30,70
30,483
60,3307.59
25,1616
25,3724.24
30,41
60,2
31,10536.25
30,181
22,17123.16
30,372
30,144.68
35,7976
60,13024
35,136
32,107
30,0
40,110
30,5000
25,37796.36
30,28.13
60,231448.55
92,1025
28,384319.48
30,2828
30,2721
45,52746
30,300
30,860356.93
30,24016
31,8846.66
20,7059
28,0
28,2960.1
24,0
30,9149
23,28044
30,115
30,30
32,2004
29,25
20,2121
30,562.27
20,63
28,11997.8
30,1454.23
30,0
60,40
30,0
30,8512
38,11114
36,920
30,0
52,2.86
50,0
24,38.59
90,1520
60,1635
30,341.95
30,22026
60,0
45,0
28,3345
31,466
40,28.97
60,19271.99
28,1.48
34,1
30,22355
30,6
45,320
19,0
15,0
30,0
38,6728
30,2802
78,400
30,193
30,0
60,81.58
32,6962.75
59,0
26,876
30,61.85
30,111661.04
9,120.42
30,2630
30,1673.12
30,0
30,0
30,162.21
45,7801.02
21,6
60,0
30,19919.46
30,11675.97
30,2503
30,1588
30,617
30,3861
30,49002
30,3
60,1324
30,596
29,4395.83
60,0
60,0
30,11
30,468
60,0
30,13915.72
30,60
30,54182
30,10264.97
30,450
30,322.75
22,0
30,3742
60,0
27,0
30,3774.36
35,1906
30,3645
30,35923.96
30,2433
30,16
42,0
29,1915
23,5226.99
30,5262
45,4551
35,0
30,6
24,755
33,6192
30,404
41,7780
30,0
43,330
30,0
30,360
30,21
30,0
30,41
30,9745.99
41,3065
30,210
30,0
26,10226
45,18380
30,5010
30,3316.7
31,841
30,906
30,1200.66
50,25
60,0
3,103
15,3904
30,13.11
30,126.46
28,8642
30,3.16
60,1.3
30,2824.9
30,18.24
33,9031.16
24,745
30,1445
30,59
15,5
30,3909.89
30,266
30,9.06
40,715
40,1152
30,106.42
28,178
30,1393
23,2061
35,2478
60,2600
30,1330
20,173.65
45,331
30,0
30,0
27,5005
45,56
29,318
30,32958
21,325
30,1685.88
27,4014
28,5866.73
48,1727.3
30,10552
60,15
60,200
30,1
17,396
60,90.61
28,65787.01
40,1321.09
40,10
45,6490
30,36
30,40
10,100
33,11864
32,17917
60,6634
30,0
6,0
30,0
22,2010
32,1627
30,820
40,612
42,51547
30,24551.17
37,19476
30,6000
31,2586.96
30,6757
15,185
15,3197.19
30,0
30,13404
60,3300
30,495
30,0
30,0
30,6145
60,656
19,2525.93
38,15410
40,150
30,0
30,373
15,1223
28,8708
30,7.28
30,0
30,482
27,66
30,0
21,17148
30,5116.5
30,823
30,5297.14
30,360
30,985
89,575
30,2083.02
29,3026
30,336
30,1105
45,3520
60,2151
25,23468
30,1996.11
30,5836
30,331.25
33,12914
30,1
47,15062
30,5
10,35077
45,786
30,1130
30,15510
30,510
60,28
36,6
30,1007
17,275
3,0
30,26907.55
30,101
60,582.63
30,179
31,32614
30,0
30,112
42,0
30,1
30,5012
57,0
46,10598.07
30,286
18,1
45,2922
26,1143.98
31,75347
30,351
29,13682.15
45,57260.14
65,2913.96
60,5395
30,0
15,4797
30,5733
31,1595
30,230
30,4308
15,0
45,110
30,763
45,60
60,0
29,981
30,0
30,15457
60,135
30,0
40,30
30,10298.45
30,0
56,6245.08
34,1495.87
30,1121.34
10,1516
31,1743.38
30,279
30,3187
38,376.11
13,317
28,1154.33
60,1060
34,35
30,99.96
25,356
25,6705
37,10959
45,149.72
60,588
56,0
10,60
30,25
30,5600.65
29,25
35,189.76
15,26
30,5
23,3808.4
15,840.71
91,1900
60,98895.5
30,20
30,25.88
30,11
60,60
40,20
60,0
30,213.38
20,1500
30,16.58
30,5670.73
30,51
30,0
30,460
30,5
31,4890
60,16459.01
30,100
49,6550
17,0
30,60
20,13.98
35,30199
45,5930
19,1272
30,2244.57
30,0
61,3206.01
56,516
30,570
30,529
30,460
30,22.78
30,0
28,897.23
30,0
30,0
13,1.7
40,0
20,0.86
91,5780
37,1384
40,156
30,182.19
40,93.66
37,3480
31,295
30,804
28,4064
60,100.26
33,20416
30,9537
30,0
30,7.23
30,0
30,30
42,11064.81
45,5650
31,12874
33,0
60,840
12,0
30,34451
30,7582.18
30,1356
56,100
30,3015
32,3064
35,363
30,265
60,1
22,12508
30,4463
47,1206
45,1864
30,2471
30,137
29,12526
30,8148
33,0
30,12269.41
30,257771
30,3516
31,7540
7,21.16
32,52936.18
30,3757.28
30,25
23,1410
60,0
30,365
27,500
17,75
50,40.43
30,5020
40,110
30,0
30,0
30,10167.47
30,15230
30,5.77
16,42468
31,13904.82
20,75
53,3550
30,0
10,35
40,25263
30,4906.74
30,4695
32,13325.45
32,8058.55
60,3
21,5045
30,0
40,1576
30,28896.02
30,1245
30,245
48,833.36
58,2
40,3030
45,85
45,15491
30,989
30,215
39,2458
30,1.3
21,1
30,0
30,0
44,829
33,10140
25,0
31,4076
30,0
36,9473
30,17.22
22,23807
35,220
60,274
30,23335.01
30,0
51,15450.45
30,345
30,0
60,515
33,4706
30,12508
20,140
31,730
30,2265
21,1020
14,540
45,8.41
30,1168
30,1962.5
30,1186.55
30,3145.3
30,1036
32,11738
30,3525
26,0
30,119.82
60,19
60,0
36,6435
30,30
30,4658
30,416
60,5331.26
60,0
23,3562
30,1611
24,3832
60,1
10,100
15,1108
30,12952
30,3.04
7,84
30,9170
30,9492
59,215
39,21951.77
36,3496
32,350
66,28550
41,910
60,705.44
30,26022
31,6700
30,0
30,5000
30,8076
14,1019
30,0
30,424
30,33637
60,2026
60,6540
19,91.61
31,251089
38,0
30,10016
37,20933
30,370
27,51
30,21393.69
30,5799.56
60,0
30,14972.79
60,0
22,0
29,0
59,66
43,10808
32,286
18,0
15,0
30,42723
29,19308
26,1451
30,0
12,2038
38,0
45,975
30,75
50,12675.15
30,13343
60,3167.95
30,1
36,857
30,300
40,125
60,0
30,732.77
30,769.77
7,25172
7,5
30,341
30,0
44,232
30,3310
37,945
30,107.14
30,11
30,229.39
24,315
30,135
30,1390
30,16430.87
67,1720
45,16.3
28,31.59
30,49577
31,3125
21,939
56,1003
25,171
30,22381
30,96
40,40
30,394.63
40,3091
30,50
21,3271
57,1
22,10033
30,5.53
15,1530
33,2768
41,14812.14
33,130
30,0
31,2594
30,0
60,3
29,1060
36,21857
20,688
30,8585
30,0
30,930
30,502
52,0
24,10
30,688.65
36,4962
21,185
32,4101.82
20,942
60,13945
45,5693
30,64306
37,281.26
20,245
30,1590
31,5637
60,0
31,2174
66,50
34,0
52,2650
15,15
30,50
8,0
30,2479
50,0
46,7785
41,0
30,0
29,0
30,15.66
41,24924
30,3638
30,64.83
30,1
30,65465.66
40,5
30,101
60,516
60,0
30,5040
30,2099
45,1257
30,2287
60,500
30,1069
54,2573
31,5195.74
20,7.79
30,401
45,815
33,1634.01
30,3528
32,10
37,9026.17
32,2162.23
35,4552
20,13
20,3194
29,0
30,1108
27,130
31,6186.55
45,836
45,0
60,39207
14,1
30,1
21,1530
42,2065
18,1665
30,695
30,0
30,645
45,9153
30,0
30,95
30,3026.91
14,35
52,269.21
31,92264
30,25
30,4822
60,2685
60,640
30,11655
30,0
30,40618.66
30,21744
59,16
30,511
45,0
30,177.44
30,0
30,0
30,4076
28,30335.12
60,0
30,28633.5
58,645393
31,26855
25,1.06
40,13864.17
35,3564.43
30,0
30,1643
30,0
27,2743
30,190
35,5440
30,1339.76
30,0
62,4635.01
30,202
30,1697
21,8484.16
30,8051.99
30,1
30,4.32
32,7450
39,1076
45,1001
10,1104.68
31,24
39,392.62
28,12150
30,260
30,114
26,67
30,0
36,7613.25
30,1768.22
30,0
23,155
32,2070
60,0
30,0
31,28103.93
30,30
10,198.16
26,0
58,5430
40,2600
29,125
90,4135
90,12136
23,2
7,5200
30,2525
37,1000
60,1698
25,0
45,92
30,5240.5
37,207.05
30,250
30,1474.31
38,845
15,1110.59
26,0
60,41.6
31,4235.09
30,2735
30,0
35,355
30,210
30,60
30,0
24,550
30,446
30,5466
60,6
30,525
35,17631.12
60,646
15,0
28,609.9
41,406
30,0
45,25
27,10646
29,5
30,1480
34,0
30,5447.11
30,1.25
46,535
15,0
31,48168
45,1680
30,100
56,940.7
30,132
30,0
13,1963.06
21,8291.66
45,0
30,380
30,4625.6
30,0
48,5994.7
60,66
60,49.3
30,6495.68
31,5470
30,230
14,10119
32,20773
30,5
40,10
28,116
59,631
31,1255.01
60,5050
30,77676
60,1410
45,454
60,0
30,4985
31,30722
39,1043
30,5
30,2880
30,10
31,2856.85
22,1478.94
54,1667
25,29939.3
30,156
33,80
41,937
34,50
30,620
10,0
41,5021
30,138
22,26
30,13931
22,782
30,898
50,380
90,1450
46,25845
28,11357
25,0
35,1860
40,1923
59,25
35,1
30,26669
26,9256
60,55
33,116.11
30,4348
30,0
30,0
46,359
60,28.3
30,4865
29,1
60,0
60,500
30,2110
57,545
53,3051
60,28
30,1591
50,287
60,0
15,0
37,0
30,60
30,280
30,2250
60,29305.72
29,4501
41,3295
30,679.42
30,326
30,3316.6
60,4.35
30,0
30,442
30,125
31,349026.31
30,1
51,226
60,26
23,1594
30,0
45,21027
40,2432
90,638
29,211
32,3518
30,2810.5
40,494.26
45,25444
60,55
30,453.46
60,110
60,121.72
30,9745
15,50
30,2384
30,486
30,73.01
30,105
35,4000
30,663
30,5163
90,13750.36
30,0
31,6150
30,117
32,1784.91
30,1669
29,1638
7,0
30,557
30,5655.5
45,40
30,105
30,79.15
60,542
30,37869
10,75
36,0
30,526
45,0
30,0
30,1852
30,40.92
45,30
30,100
30,0
24,1305
60,0.79
45,5
60,2236.15
24,2585
21,5970
39,4391
30,2500
28,3902.62
36,4769.86
30,1593.65
30,6269
59,2995.83
30,0
30,1091
15,241.46
30,6306
30,3507
30,41
20,730.55
30,30
32,226
30,285081.44
30,6747
30,649.61
30,1821.27
30,2502
30,980
90,3236
30,148.14
30,16055
30,10135
60,6.36
15,285
30,25
30,3804.81
22,0
30,760
30,178
30,10000
30,3126
30,12
35,0.74
39,2932.41
35,5319.22
30,1.09
30,1
31,0
29,9414
31,2192
35,10
45,25
30,8561.68
30,58610
30,1
29,786.32
30,8812
30,178655
46,15400
30,406
60,32
45,625
60,56519.5
30,1895
30,0
30,105
30,1154
30,15085
20,3000
29,13445
30,6440
30,340
40,12.21
56,50
30,25
30,637
30,0
30,18
23,64.35
40,597.54
30,1487.01
28,35
30,0
30,25
30,8735
30,27
30,24.21
32,3806
50,8407
30,172
20,0
30,13
31,7010
30,0
30,10
30,2305.99
40,11060
40,115.29
30,0
30,6
32,3487.2
23,1347.25
30,0
31,13875
24,18
30,2671
30,0
30,0
40,64.34
30,158
30,1623
30,1
25,5700
30,924.82
30,2254.3
30,6167
30,177
30,622.41
35,365
30,3662
30,19577
30,0
60,33
33,2032.14
30,34296
30,0
60,5353.33
45,101469
10,45
30,3706
30,6.8
32,11619
30,5705
30,101.01
35,5408916.95
30,900
60,130
20,0
33,0
60,1247
60,6
30,25
30,7882
75,295
60,3.06
60,145
60,6501
42,50
30,125.79
30,440
30,0
57,1293.54
30,134
20,960
16,700
30,2274
30,0
30,1100
60,26
32,12051.61
35,183
30,1434
16,0
30,1247
45,27576
30,175
30,0
31,1238.01
30,17732
39,14771.14
30,2015
33,6.73
31,16550
35,480
30,1484.72
20,2092.51
36,110
20,2140
30,0
45,210
32,10420.07
15,470
30,0
20,725
30,18.25
30,2500.96
25,10051
40,11468
60,869.51
60,356
20,20
31,3026
30,1100.59
40,660
30,2791
30,29.33
50,572.95
30,1040
45,3781.16
35,16915
30,613
30,14857
14,301
45,1941.94
30,450
10,10213
28,8987.7
59,285
30,0
28,8620
30,22688.17
30,0
30,380
45,25715
38,2026
30,560
30,5550
35,0
60,0
27,27
34,1236
53,7326
45,1126
30,0
31,1.12
20,66.98
45,5476
30,1.13
30,0
27,360
45,0
29,42803
30,40
29,600
20,100
21,2673.44
35,42800
30,2075.66
60,1
30,2856
30,15
30,25022.34
30,2985
30,0
30,24481.03
39,2111.01
60,42
60,466
50,3672
13,0
30,555
60,0
30,352
30,0
30,11000
60,41.23
23,23.79
60,0
88,0
50,0
30,1644.14
30,8276
30,1675
30,7110
20,3457.9
22,150
30,16820
30,76
35,26
30,43.09
15,1056
30,10933
36,50
30,1988.16
60,826
30,2346
30,0
30,1298
45,4310.11
80,1460
30,0
51,1025
31,197
10,1141
30,1807.63
30,2395
31,3154
19,0
30,0
46,10215
30,6730
30,1
30,850
31,9467
66,0
31,1010
45,1395
30,11
30,31.4
44,30105.05
38,2307
27,9423.1
30,141
36,530
26,2042
33,4345
15,16000
20,3446
30,1
60,15675
31,529
30,140949.84
29,80387.54
30,511
45,384
33,3240
30,0
20,151
30,37
30,2845
30,13.15
42,1643
30,185
60,0
30,6777
60,23
30,700
31,29327
30,2472
91,810
30,573
60,250
39,146006.78
30,0
30,362.91
60,5121
32,22.31
30,315.78
30,1
41,6073.27
65,486
30,1091
60,8200
28,1071.16
30,1580
30,0
30,50
30,2315
30,10103
30,1032
30,34721
21,601
32,4550
55,177061.54
30,20
20,0
31,2600
30,185
44,15890
33,26245
30,6175
25,225
5,0
21,2481
30,2425
35,10518
30,165
21,1913
45,650
30,0
30,0
30,596
30,0
30,0
30,886
30,7606
40,3266.63
37,85
30,0
30,74.55
36,100
30,0
60,1
32,40
30,0
30,282
55,21
30,292
30,0
26,233
30,0
51,0
30,68208.02
30,7499.75
30,3085
22,459147.6
30,95
60,35087
22,4289.61
28,760
33,1205
60,4470
30,8077
30,14350
31,0
30,5
30,681.68
34,985
15,138
30,76.57
30,487
30,1607
22,10312.53
30,52
30,11
30,20
20,2072
30,23.12
30,890
31,870
30,5593
35,4015
31,1100
30,58.05
45,1144.15
45,10.1
15,5450
30,8953
27,0
30,1834
30,560
30,15438
45,330
30,800
15,0
30,155.14
30,4718.6
16,30
20,1
30,254.22
60,7.92
27,9522.74
30,1745
40,1449.15
37,57440
30,5400
37,9118.1
60,604.88
35,6
21,36
30,0
35,29348
52,2507
60,1621
12,397
10,1
39,2335
29,25.21
30,9097
30,9723.86
44,3362
30,0
30,25
38,6016.12
40,0
60,45
45,4038.13
30,0
15,300
30,4175
34,32713.55
91,8462
30,0
30,706.25
32,6660
22,30013.52
5,875
27,0
7,11
20,1837.71
30,200
60,35
15,9555.22
30,188.48
59,14299.43
30,570
7,317
14,87.2
40,272990
60,81595.37
40,906
31,8560
30,100
60,0
60,10615
31,107
90,380
45,1705.3
30,0
21,21
30,33597
35,575
30,431
30,0
60,75
30,39019
44,567
31,24061
30,11729
14,80
30,1
60,330
35,2248.61
30,2238
48,1300
30,3892
34,14883
36,23
32,195
30,350
45,555
35,1406
60,335
39,1822.22
30,3301
15,0
7,1780
16,0
30,575
30,89061.95
30,1070
30,1060
30,50877.2
31,1271
32,7820
30,151
25,3001
40,136
25,0
30,46
60,3
30,0
30,0
51,0
30,312
30,1
28,25
30,650
21,339
28,40418.4
30,342
30,0
60,0
30,272.02
60,0
30,303
13,1661.91
90,50
42,720
30,2392
30,706
16,376
36,29.62
30,13435
35,1925
45,35
25,1194
30,4.13
45,275
46,137377
35,3338
30,0
30,256
30,1500.99
48,0
60,1
30,2640
30,330
30,751
15,0
30,1347
30,85
39,6801.01
30,1
30,15397
30,1135
39,1290.99
30,35
42,920
14,30
30,960
45,9200
30,10277
31,2550.49
30,7575
60,80
30,30
16,19500
30,0
60,1347
30,10120
30,8785
60,2132.02
30,159.06
33,21785
60,6461
31,0
30,1014
45,280
30,85
38,28690
30,2540
56,400
30,590
30,3656
30,46
30,495.59
30,3003
30,19229
30,14
60,10145
30,1271
27,1525
60,117.87
32,2671
30,2163.66
30,337
45,57236.32
30,0
30,2117
28,3045
30,0
60,180
30,750
30,273.67
14,6761
30,0
33,608.34
30,0
22,18670.4
30,28281.63
50,4351
15,1
45,37.78
36,1265
30,122
34,139.9
28,3642.63
40,3040.58
30,3426
50,2622
31,8447
30,49264.87
35,2575.56
30,3512
60,11820.99
30,10
30,706.62
43,63169.59
30,2311
30,30
30,6970
60,613.25
30,800
30,6160
15,3230.99
30,1
45,3972
32,20.37
60,330
60,2129.17
16,10040.23
30,450
45,56
60,14.11
46,26
30,1546269.5
35,12537
30,186.49
32,55
30,175
30,7343
30,731
32,4579
30,90
30,25
30,334.98
33,169394.6
30,5406
35,24182.28
60,63.66
30,0
30,81
31,4260.99
30,638.27
30,422.47
88,190
60,1447.3
60,10.94
31,6890
35,0
30,2335
35,0
55,0
60,0
30,26278.23
32,15164.26
60,37
30,6370
30,25
60,52
60,0
30,2.23
25,4068
21,5347.1
60,250
60,5
60,35
45,55
45,43858
30,3293
30,0
60,180
30,295
35,8.84
30,0
30,1665
42,8549.8
20,10001.44
16,1436
29,6495
30,44.56
30,420
27,0
30,711
30,17414
30,0
25,4339
60,34.56
30,3613.55
53,5195.99
33,359
44,102801
29,11868.61
45,2106
30,0
27,0
30,3732
33,15970
30,504
44,5045
14,6020
15,2021.43
30,16702.27
40,1497
30,0
30,61743
27,1200
60,151
30,0
28,40284
21,8636.33
60,1348.19
30,828
30,620
60,15.18
14,955
30,37340.54
47,21671
39,2051
46,5420
45,165
30,0
38,2876
39,1015
60,0
45,40423.9
31,99178.99
21,1608
30,5415
30,10346
36,1575.19
30,0
30,1591.69
30,160
90,1634
20,1
50,23728
34,9654
30,15
31,1406
40,5
28,1637.99
20,2340
60,0
30,1764
40,196
29,115685.95
7,6
30,275
30,12007
18,1
60,320
30,4673.46
30,104.49
11,100
30,3514
30,20
36,5100
40,25284
30,8492
90,60
30,977.22
16,76
30,556.08
30,8628.05
15,0
60,32.88
20,4828
60,335
50,1792.55
31,0
60,60
28,383.96
40,1180
30,1.57
30,205
15,523
45,0
31,966
30,1.45
60,131
30,186
30,4739
30,6676.98
31,8496
30,21
30,10
30,38030.41
31,554
23,2227.34
50,1430
58,3034
30,117.52
35,797
30,15
45,100
45,41.86
27,7548
17,1150
36,589660.79
40,3730.72
31,25
30,0
3,0
29,0
60,15052.77
29,2716
30,50
50,118545
35,2375
45,2075
55,56878.5
30,45
30,0
33,2516.23
31,57557.58
31,27586
30,3915.97
35,33960.02
30,59
14,0
33,3380
30,1934
37,5475.66
60,75
36,65.31
30,400
20,530
32,473.92
52,7231
64,1495
60,20
31,564
30,2270
30,915.34
30,0
30,155
43,167667
30,0
60,160
30,11
13,11.89
30,9.62
30,7322
30,7861
17,0
31,0
31,0
33,252
31,3981
60,0
30,212
30,3.9
30,810
60,25
14,0
30,6454
60,82
45,0
37,111
76,0
30,7329.81
30,131
30,1
60,56
58,220
24,4
40,230
25,8369
3,1
60,3670
30,383
30,1
30,10
31,675.22
33,42.7
60,1482
30,17134.87
30,390
30,0
30,90
30,388
30,0
60,1752
30,2240
30,25
30,2097.65
50,4359.01
45,16800
30,10305.81
31,6620.01
31,1070
23,7719
60,0
25,0
30,1213.26
16,941
30,0
28,0
3,1.54
30,2835
30,50
20,1294
45,100
34,0
30,2505
30,0
30,35
27,1060
38,7207
30,0
33,62
30,0
30,1
60,2555
31,4195
35,758
32,1012
30,1610
35,5024.22
30,8374.33
30,210
30,495
53,7012
30,5944.83
37,200
30,535
40,6970
30,7223
30,0
30,0
44,4892.95
30,88072
30,8501
30,6720
45,0
16,806
31,8118
30,0
10,0
30,10251
30,0
45,214
48,1215
30,528
30,118
30,6640
18,6.6
60,0
50,5075
30,5
30,2965.21
10,0.8
30,131
45,61
28,4562.08
26,80
36,31337.04
39,12808
30,1742
27,5
30,19705
33,0
30,1212
45,640
31,2330
30,0
37,390
60,0.88
30,68.27
30,0
60,0
30,543
30,620
30,422.61
30,120
10,3020
20,100
30,50
39,10323
30,3915.41
30,7078
40,297
45,387
30,1
30,36301
18,2500
30,1205
30,12181.26
30,3784
13,30
21,1026
20,6513
45,3056
30,425
52,0
21,9864
30,18131
60,5252
39,16829.84
60,0
50,3022
29,247
27,14422.41
23,2502
30,477
11,6260.08
30,565
30,0
30,25
28,1
30,113
30,15.82
45,2533
31,0
60,3.4
30,580
30,0
30,1467
30,570
7,1000
30,0
30,1000
22,1211
30,1035
60,31
30,476
60,10
36,92.02
12,292.8
30,5
15,1585
10,6
60,180.73
44,963376.53
30,60
30,0
45,22077
48,90
45,0
30,30
30,12646.34
48,8909
30,80001.5
30,334.25
30,17229
35,10536
91,130
45,11325
22,40
34,397
30,15.17
30,3310
44,3790
30,77
30,2894
60,1005
30,148
30,701
30,0
60,508.68
90,31.69
27,46
30,1
30,362
60,55
20,236
31,4486.08
50,0
20,11545
32,12638
30,1605
15,1.11
40,1699.4
30,3375
21,3309
45,2655
62,3112
30,15061
30,47.92
42,13343.7
50,0
60,0
52,640.83
16,0
60,11369.66
40,34312
40,342
20,709.85
35,175
22,760
30,3143
30,130
40,16780
31,6710
22,18460
45,1025
30,7731.33
21,2222
30,15
45,1455
45,627
30,3055.27
53,11204.63
30,0
34,5121
30,25100
60,50
38,28007
30,0
30,0
30,0
30,2640
33,8462.67
15,67
55,2650
30,174.02
30,2010.13
7,364.36
30,13091
30,30
90,255
30,57
30,2.24
30,2084.99
26,5
50,2666
30,27
30,0
4,0
45,1900.94
60,1075
30,10
40,1309
34,310
30,0
30,0
40,1308
45,3000
90,0
36,6357
30,370
25,5299.95
30,0
30,11
30,15599
60,8699.58
45,25
30,0
32,3921
30,3601
30,11.17
29,10
30,946
30,378.39
40,1475
30,5.43
30,15
30,18674
40,58.55
60,1308.52
26,1082
30,100
14,4176
40,0
27,17867
45,25
30,57026.77
30,5670.35
30,1367.44
20,329
15,665.86
37,7749.91
31,572
60,787
60,2
27,0
30,14801.71
30,608.84
60,40
60,15021
18,2397
30,5319.13
30,4415
30,283.16
30,75
30,0
30,573
33,8800
30,8385
17,0
60,269602
35,5
45,640
60,106.02
21,5689
43,27226
30,1
60,172
30,6907
29,2461.31
60,2218.64
41,0
30,648
59,175
30,55
30,1
14,17017.13
30,54.62
30,15747.5
30,50
36,2293
40,217
34,2685
30,24454
21,25.24
30,26.19
21,10
28,45737.22
30,733
30,1031
25,575
30,100
30,587
27,2291
23,1380
30,8.44
30,422
34,270
20,620
30,3510
30,0
30,0
2,464.66
51,0
30,11605
45,10
33,3000
30,933
57,100
30,10212
28,7900
33,8010
60,178
30,10255
35,3596
45,7718
15,3554
30,29.66
26,3150.11
30,0
40,35848
30,5.54
21,6342.25
42,4510
30,2
30,1
30,241
35,36183
57,6095
30,260
40,26085
30,0
30,25229.36
49,177.29
30,0
15,1
60,225.8
10,24157
60,0
30,7308
30,0
30,4611
30,1207
30,163820.01
30,0
59,1060
30,15
30,25
59,0
30,495
58,1
46,59217
30,4010
35,6984
60,3191
54,2685
31,2463
30,1307
30,2455
14,0
30,205
32,20972.32
30,495
35,7700
30,0
30,25
30,1
30,195
43,140
45,0
12,10924.01
35,50
11,75
38,235.73
41,751
7,69.56
29,1111
30,2855
30,168
30,4000
59,993
30,2742.8
30,0
30,157
35,19335
60,1035
20,500
30,2386
32,1214
35,20
15,0
35,55
15,0
30,16
30,6050.99
60,0
32,1787.94
31,0
41,3373.23
56,7519.14
60,25
21,0
30,0
17,38
30,3304.35
30,17
30,25
60,246.01
70,25299.99
28,24000
21,2380
15,205
60,679
22,15022.33
31,17365.8
7,1606
30,2035
30,5926
30,0
40,3560
30,62
30,311
30,7914
34,1055
30,16644.17
30,3602.15
40,3247
30,10
30,1456
30,9844
30,3170
28,10462
21,5364.62
60,1.08
35,702.34
32,232
34,197
30,1646
42,12260.52
30,225.04
33,8219
58,5290
18,2700
35,7101
23,888
27,175
60,30225
30,6.68
35,715
30,664.12
8,3505.12
31,43833.41
30,0
30,25
30,735
30,10078
60,1676
31,0
30,11
10,1
30,1500
29,1
60,1.12
20,25.55
30,241
30,110
